Gender,Age_as_of_Academic_Year_1718,Current_Year_1718,Proposed_YearGrade_1819,Previous_Curriculum_17182,Current_School,Current_Curriculum,Previous_yearGrade,Mathexam,Scienceexam_,Englishexam_,Math191_,Science191_,English191_,Math192_,Science192_,English192_,Math193_,Science193_,English193_,Math201_,Science201_,English201_,Math202_,Science202_,English202_,Math203_,Science203_,English203_,average,class
0,4,1,5,1,1,1,1,85.0,80.0,95.0,100.0,88.3,90.3,100.0,93.1,87.6,100.0,90,84.5,82.6,95.3,85.6,73.3,85.0,100.0,92.4,83.2,77.7,88.9952380952381,0
0,4,1,5,1,1,1,1,85.0,75.0,60.0,100.0,84.5,79.2,100.0,89.9,88.3,100.0,62,85.6,89.9,94.6,88.3,90.5,77.7,100.0,92.9,84.5,82.7,86.21904761904763,0
0,4,1,5,1,1,1,1,75.0,95.0,70.0,98.6,85.6,93.1,100.0,61.7,84.5,100.0,91,78.0,61.7,73.8,79.2,88.4,82.7,100.0,90.1,85.6,88.2,84.86666666666667,0
1,4,1,5,1,1,1,1,87.5,60.0,72.5,89.5,88.3,89.9,80.2,91.3,85.6,98.6,88,90.8,91.3,83.0,93.1,69.8,89.7,98.6,89.9,78.0,87.5,85.86190476190475,0
1,5,1,5,1,1,1,1,80.0,70.0,82.5,83.3,79.2,61.7,80.2,87.6,61.7,100.0,88,90.3,87.6,81.3,89.9,85.0,83.3,85.0,61.7,90.8,73.8,81.09047619047618,0
1,5,1,5,1,1,1,1,82.5,72.5,95.0,93.1,86.6,77.7,92.6,73.3,91.3,100.0,85,79.2,73.3,86.7,61.7,77.7,66.7,89.1,91.3,90.3,81.4,83.19047619047619,0
0,4,1,5,1,1,1,1,55.0,62.5,72.5,89.9,100.0,82.7,92.6,90.5,87.6,98.6,86,93.1,90.5,93.3,91.3,82.7,60.0,87.3,87.6,79.2,80.0,83.94761904761904,0
0,5,1,5,1,1,1,1,72.5,70.0,65.0,61.7,100.0,88.2,68.8,88.4,73.3,89.5,88,89.9,88.4,93.3,87.6,33.3,63.6,93.4,88.3,93.1,83.2,79.97619047619045,1
1,5,1,5,1,1,1,1,65.0,70.0,75.0,91.3,100.0,87.5,80.7,69.8,90.5,83.3,79,61.7,63.0,90.3,80.0,83.3,62.5,88.8,84.5,89.9,84.5,80.02857142857142,0
1,5,1,5,1,1,1,1,67.5,72.5,77.5,87.6,75.0,73.8,75.6,85.0,88.4,100.0,93,91.3,0.0,79.2,83.2,66.7,40.0,78.5,85.6,61.7,85.6,74.65238095238094,1
0,5,1,5,1,1,1,1,82.5,82.5,82.5,73.3,84.6,81.4,68.7,77.7,69.8,100.0,90,87.6,63.0,93.1,84.5,60.0,77.3,77.8,88.3,91.3,84.5,80.97142857142856,0
0,4,1,5,1,1,1,1,62.5,75.0,75.0,90.5,80.0,80.0,90.1,87.6,87.6,100.0,62,88.3,65.7,89.9,85.6,63.6,70.4,65.4,79.2,87.6,85.6,79.6,1
1,4,1,5,1,1,1,1,75.0,75.0,82.5,88.4,100.0,83.2,89.9,73.3,73.3,100.0,91,84.5,100.0,61.7,78.0,62.5,67.2,68.4,93.1,88.3,88.3,82.07619047619048,0
1,5,1,5,1,1,1,1,95.0,95.0,95.0,69.8,95.2,84.5,61.7,90.5,90.5,95.5,88,85.6,100.0,91.3,90.8,40.0,59.3,67.5,89.9,93.1,79.2,83.68571428571428,0
0,5,1,5,1,1,1,1,75.0,85.0,82.5,85.0,95.8,85.6,91.3,88.4,88.4,96.3,73,88.3,44.4,87.6,90.3,77.3,85.6,58.0,61.7,89.9,93.1,82.02380952380952,0
0,4,1,5,1,1,1,1,72.5,80.0,75.0,77.7,80.0,78.0,87.6,69.8,69.8,100.0,91,79.2,75.0,88.3,79.2,70.4,76.8,63.6,91.3,61.7,89.9,78.8952380952381,1
1,4,1,5,1,1,1,1,95.0,95.0,75.0,82.7,77.3,90.8,88.3,85.0,85.0,100.0,88,93.1,61.9,84.5,93.1,67.2,75.2,61.0,87.6,91.3,61.7,82.79523809523809,0
1,5,1,5,1,1,1,1,95.0,95.0,95.0,77.2,77.8,90.3,84.5,93.1,77.7,100.0,70,89.9,44.4,85.6,89.9,59.3,78.6,56.6,73.3,87.6,91.3,81.52857142857141,0
0,5,1,5,1,1,1,1,95.0,95.0,97.5,80.0,88.0,79.2,85.6,89.9,82.7,98.6,85,61.7,66.7,88.3,61.7,85.6,77.6,68.8,90.5,93.1,87.6,83.7190476190476,0
0,5,1,5,1,1,1,1,62.5,87.5,75.0,78.0,87.3,93.1,88.3,61.7,33.3,85.0,78,91.3,57.1,79.2,91.3,76.8,69.6,95.5,88.4,89.9,73.3,78.1952380952381,1
0,5,1,5,1,1,1,1,75.0,97.5,95.0,78.0,92.9,89.9,79.2,91.3,83.3,89.1,83,87.6,100.0,93.1,87.6,75.2,80.5,96.3,69.8,61.7,90.5,85.54761904761904,0
1,5,1,5,1,1,1,1,75.0,75.0,95.0,79.4,92.2,61.7,93.1,87.6,66.7,87.3,88,73.3,100.0,89.9,88.3,78.6,78.5,100.0,85.0,91.3,88.4,84.49047619047619,0
1,5,1,5,1,1,1,1,75.0,95.0,95.0,79.3,75.7,91.3,89.9,73.3,60.0,93.4,88,90.5,100.0,61.7,84.5,77.6,77.8,100.0,77.7,87.6,69.8,83.0047619047619,0
0,4,1,5,1,1,1,1,72.5,95.0,62.5,80.0,83.4,87.6,61.7,90.5,63.6,88.8,74,88.4,80.2,91.3,85.6,69.6,65.4,100.0,82.7,89.9,85.0,80.84285714285714,0
0,5,1,5,1,1,1,1,72.5,87.5,75.0,92.4,79.7,88.3,91.3,88.4,95.5,89.7,81,69.8,80.2,87.6,61.7,80.5,68.4,98.6,33.3,61.7,77.7,79.08571428571429,1
1,4,1,5,1,1,1,1,75.0,97.5,75.0,90.1,89.7,84.5,87.6,69.8,96.3,94.8,80,85.0,92.6,73.3,91.3,78.5,67.5,85.0,83.3,91.3,82.7,84.3238095238095,0
0,4,1,5,1,1,1,1,97.5,95.0,75.0,82.6,95.3,85.6,73.3,85.0,100.0,92.4,83,77.7,92.6,90.5,87.6,77.8,58.0,89.1,66.7,87.6,33.3,82.17142857142855,0
1,4,1,5,1,1,1,1,50.0,72.5,72.5,89.9,94.6,88.3,90.5,77.7,100.0,92.9,85,82.7,68.8,88.4,73.3,65.4,63.6,87.3,60.0,77.7,83.3,79.25714285714287,1
0,5,1,5,1,1,1,1,87.5,70.0,72.5,61.7,73.8,79.2,88.4,82.7,100.0,90.1,86,88.2,80.7,69.8,90.5,68.4,61.0,93.4,63.6,82.7,66.7,78.90000000000002,1
1,5,1,5,1,1,1,1,72.5,85.0,75.0,91.3,83.0,93.1,69.8,89.7,98.6,89.9,78,87.5,75.6,85.0,88.4,67.5,56.6,88.8,62.5,88.2,60.0,80.28571428571429,0
1,5,1,5,1,1,1,1,50.0,82.5,97.5,87.6,81.3,89.9,85.0,83.3,85.0,61.7,91,73.8,68.7,77.7,69.8,58.0,68.8,88.2,40.0,87.5,63.6,75.75714285714285,1
0,5,1,5,1,1,1,1,62.5,95.0,50.0,73.3,86.7,61.7,77.7,66.7,89.1,91.3,90,81.4,98.6,61.7,61.7,63.6,80.0,87.5,77.3,73.8,95.5,77.38571428571429,1
1,5,1,5,1,1,1,1,50.0,72.5,87.5,90.5,93.3,91.3,82.7,60.0,87.3,87.6,79,80.0,100.0,91.3,91.3,61.0,78.0,73.8,70.4,81.4,96.3,81.2,0
0,5,1,5,1,1,1,1,95.0,65.0,72.5,88.4,93.3,87.6,33.3,63.6,93.4,88.3,93,83.2,100.0,87.6,87.6,56.6,78.0,81.4,67.2,80.0,100.0,80.71428571428571,0
1,5,1,5,1,1,1,1,92.5,75.0,50.0,63.0,90.3,80.0,83.3,62.5,88.8,84.5,90,84.5,98.6,88.3,88.3,68.8,79.4,80.0,59.3,83.2,100.0,80.49047619047619,0
0,4,1,5,1,1,1,1,87.5,77.5,62.5,0.0,79.2,83.2,66.7,40.0,78.5,85.6,62,85.6,89.5,84.5,84.5,62.7,79.3,83.2,85.6,84.5,100.0,74.38571428571429,1
0,5,1,5,1,1,1,1,87.5,50.0,67.5,63.0,93.1,84.5,60.0,77.3,77.8,88.3,91,84.5,83.3,85.6,85.6,64.0,80.0,82.6,76.8,85.6,98.6,79.36190476190474,1
0,5,1,5,1,1,1,1,72.5,85.0,85.0,65.7,89.9,85.6,63.6,70.4,65.4,79.2,88,85.6,100.0,88.3,88.3,56.3,92.4,93.3,75.2,92.3,85.0,81.28571428571429,0
0,5,1,5,1,1,1,1,62.5,82.5,37.5,100.0,61.7,78.0,62.5,67.2,68.4,93.1,88,88.3,100.0,79.2,79.2,71.0,90.1,93.3,78.6,33.3,89.1,76.35714285714283,1
1,5,1,5,1,1,1,1,67.5,80.0,82.5,100.0,91.3,90.8,40.0,59.3,67.5,89.9,93,79.2,100.0,93.1,93.1,64.7,82.6,68.8,77.6,95.2,87.3,81.1142857142857,0
1,4,1,5,1,1,1,1,72.5,75.0,80.0,44.4,87.6,90.3,77.3,85.6,58.0,61.7,90,93.1,100.0,89.9,89.9,61.0,93.3,83.7,69.6,87.5,93.4,80.18095238095239,0
1,4,1,5,1,1,1,1,67.5,95.0,62.5,75.0,88.3,79.2,70.4,76.8,63.6,91.3,62,89.9,95.5,61.7,61.7,74.2,93.3,77.3,80.5,85.7,88.8,78.1047619047619,1
1,4,1,5,1,1,1,1,75.0,60.0,70.0,61.9,84.5,93.1,67.2,75.2,61.0,87.6,91,61.7,96.3,91.3,91.3,70.6,68.8,88.1,78.5,70.6,89.7,77.78095238095236,1
1,5,1,5,1,1,1,1,95.0,70.0,70.0,44.4,85.6,89.9,59.3,78.6,56.6,73.3,88,91.3,100.0,87.6,87.6,63.4,83.7,89.7,77.8,75.0,94.8,79.12380952380951,1
1,5,1,5,1,1,1,1,87.5,72.5,72.5,66.7,88.3,61.7,85.6,77.6,68.8,90.5,93,87.6,100.0,73.3,73.3,78.0,77.3,89.0,65.4,86.6,92.4,80.36190476190475,0
1,5,1,5,1,1,1,1,82.5,85.0,85.0,57.1,79.2,91.3,76.8,69.6,95.5,88.4,90,73.3,100.0,90.5,90.5,70.7,88.1,92.0,68.4,100.0,92.9,84.13333333333333,0
0,5,1,5,1,1,1,1,75.0,37.5,37.5,100.0,93.1,87.6,75.2,80.5,96.3,69.8,62,90.5,98.6,88.4,88.4,69.5,89.7,64.0,67.5,100.0,90.1,79.1047619047619,1
0,5,1,5,1,1,1,1,62.5,82.5,82.5,100.0,89.9,88.3,78.6,78.5,100.0,85.0,91,88.4,64.0,69.8,69.8,61.7,89.0,56.3,58.0,100.0,89.9,80.27142857142857,0
1,5,1,5,1,1,1,1,77.5,80.0,80.0,100.0,61.7,84.5,77.6,77.8,100.0,77.7,88,69.8,64.0,85.0,85.0,91.3,92.0,71.0,63.6,75.0,61.7,79.19999999999999,1
1,4,1,5,1,1,1,1,80.0,62.5,62.5,80.2,91.3,85.6,69.6,65.4,100.0,82.7,90,85.0,62.3,77.7,87.6,87.6,92.0,64.7,61.0,84.6,91.3,79.2190476190476,1
1,5,1,5,1,1,1,1,87.5,70.0,70.0,80.2,87.6,61.7,80.5,68.4,98.6,33.3,62,77.7,72.9,82.7,73.3,88.3,92.0,56.3,56.6,80.0,87.6,74.6285714285714,1
1,4,1,5,1,1,1,1,97.5,75.0,75.0,92.6,73.3,91.3,78.5,67.5,85.0,83.3,91,82.7,67.3,88.2,90.5,84.5,88.0,71.0,68.8,100.0,88.3,82.82380952380952,0
1,5,1,5,1,1,1,1,95.0,95.0,87.5,92.6,90.5,87.6,77.8,58.0,89.1,66.7,88,33.3,63.0,87.5,88.4,85.6,100.0,64.7,62.7,95.2,84.5,80.6047619047619,0
1,5,1,5,1,1,1,1,72.5,60.0,97.5,68.8,88.4,73.3,65.4,63.6,87.3,60.0,78,83.3,80.2,73.8,69.8,88.3,100.0,61.0,64.0,95.8,85.6,76.98095238095237,1
1,5,1,5,1,1,1,1,70.0,70.0,95.0,80.7,69.8,90.5,68.4,61.0,93.4,63.6,83,66.7,63.0,81.4,85.0,79.2,33.3,74.2,56.3,80.0,88.3,73.94285714285714,1
1,5,1,5,1,1,1,1,85.0,72.5,72.5,75.6,85.0,88.4,67.5,56.6,88.8,62.5,88,60.0,65.7,80.0,77.7,93.1,66.7,70.6,71.0,77.3,79.2,75.41428571428571,1
0,5,1,5,1,1,1,1,82.5,85.0,70.0,68.7,77.7,69.8,58.0,68.8,88.2,40.0,88,63.6,64.0,83.2,82.7,89.9,52.4,63.4,64.7,77.8,93.1,72.92857142857144,1
0,5,1,5,1,1,1,1,95.0,37.5,85.0,98.6,61.7,61.7,63.6,80.0,87.5,77.3,74,95.5,64.0,84.5,88.2,61.7,100.0,78.0,61.0,88.0,89.9,77.74761904761905,1
1,4,1,5,1,1,1,1,72.5,82.5,82.5,100.0,91.3,91.3,61.0,78.0,73.8,70.4,81,96.3,62.3,85.6,87.5,91.3,100.0,70.7,74.2,87.3,61.7,81.0095238095238,0
1,5,1,5,1,1,1,1,65.0,80.0,95.0,100.0,87.6,87.6,56.6,78.0,81.4,67.2,80,100.0,72.9,78.0,73.8,87.6,100.0,69.5,70.6,92.9,91.3,81.66666666666667,0
1,4,1,5,1,1,1,1,75.0,62.5,72.5,98.6,88.3,88.3,68.8,79.4,80.0,59.3,83,100.0,67.3,90.8,81.4,73.3,100.0,61.7,63.4,92.2,87.6,79.68571428571428,1
0,4,1,5,1,1,1,1,77.5,70.0,65.0,89.5,84.5,84.5,62.7,79.3,83.2,85.6,85,100.0,63.0,90.3,80.0,90.5,100.0,91.3,78.0,75.7,73.3,81.37619047619049,0
0,5,1,5,1,1,1,1,50.0,82.5,75.0,83.3,85.6,85.6,64.0,80.0,82.6,76.8,86,98.6,0.0,79.2,83.2,88.4,100.0,87.6,70.7,83.4,90.5,77.76190476190477,1
1,5,1,5,1,1,1,1,85.0,80.0,77.5,100.0,88.3,88.3,56.3,92.4,93.3,75.2,92,85.0,63.0,93.1,84.5,69.8,88.4,88.3,69.5,79.7,88.4,82.76190476190476,0
1,6,1,5,1,1,1,1,82.5,80.0,50.0,100.0,79.2,79.2,71.0,90.1,93.3,78.6,33,89.1,65.7,89.9,85.6,85.0,71.0,84.5,61.7,89.7,69.8,77.56666666666668,1
0,5,1,5,1,1,1,1,80.0,75.0,85.0,100.0,93.1,93.1,64.7,82.6,68.8,77.6,95,87.3,100.0,61.7,78.0,77.7,89.9,85.6,91.3,95.3,85.0,84.12857142857143,0
0,5,1,5,1,1,1,1,75.0,95.0,82.5,100.0,89.9,89.9,61.0,93.3,83.7,69.6,88,93.4,100.0,91.3,90.8,82.7,89.0,88.3,87.6,94.6,77.7,86.82380952380952,0
1,5,1,5,1,1,1,1,95.0,60.0,80.0,95.5,61.7,61.7,74.2,93.3,77.3,80.5,86,88.8,44.4,87.6,90.3,79.2,75.7,79.2,88.3,77.7,82.7,79.0047619047619,1
1,5,1,5,1,1,1,1,60.0,70.0,75.0,96.3,91.3,91.3,70.6,68.8,88.1,78.5,71,89.7,75.0,88.3,79.2,74.7,92.4,93.1,84.5,82.7,89.7,81.43809523809524,0
1,5,1,5,1,1,1,1,70.0,72.5,95.0,100.0,87.6,87.6,63.4,83.7,89.7,77.8,75,94.8,61.9,84.5,93.1,77.5,88.5,89.9,85.6,33.3,83.3,80.69999999999999,0
1,5,1,5,1,1,1,1,72.5,85.0,60.0,100.0,73.3,73.3,78.0,77.3,89.0,65.4,87,92.4,44.4,85.6,89.9,92.2,68.7,61.7,88.3,83.3,66.7,77.80952380952381,1
1,5,1,5,1,1,1,1,85.0,37.5,70.0,100.0,90.5,90.5,70.7,88.1,92.0,68.4,100,92.9,66.7,88.3,61.7,89.5,92.3,91.3,79.2,66.7,60.0,80.06190476190476,0
0,5,1,5,1,1,1,1,37.5,82.5,72.5,98.6,88.4,88.4,69.5,89.7,64.0,67.5,100,90.1,57.1,79.2,91.3,83.3,89.4,87.6,93.1,60.0,63.6,78.72857142857141,1
1,5,1,5,1,1,1,1,82.5,80.0,85.0,64.0,69.8,69.8,61.7,89.0,56.3,58.0,100,89.9,100.0,93.1,87.6,100.0,88.3,73.3,89.9,63.6,62.5,79.25238095238095,1
1,5,1,5,1,1,1,1,80.0,72.5,37.5,64.0,85.0,85.0,91.3,92.0,71.0,63.6,75,61.7,100.0,89.9,88.3,100.0,83.4,90.5,61.7,62.5,40.0,75.94761904761906,1
0,5,1,5,1,1,1,1,62.5,85.0,82.5,62.3,77.7,87.6,87.6,92.0,64.7,61.0,85,91.3,100.0,61.7,84.5,100.0,84.8,88.4,91.3,40.0,77.3,79.39047619047619,1
0,5,1,5,1,1,1,1,70.0,37.5,80.0,72.9,82.7,73.3,88.3,92.0,56.3,56.6,80,87.6,80.2,91.3,85.6,100.0,87.9,69.8,87.6,70.4,70.4,77.16190476190476,1
0,5,1,5,1,1,1,1,52.5,82.5,62.5,67.3,88.2,90.5,84.5,88.0,71.0,68.8,100,88.3,80.2,87.6,61.7,95.5,100.0,85.0,73.3,67.2,67.2,79.13333333333333,1
1,5,1,5,1,1,1,1,50.0,80.0,70.0,63.0,87.5,88.4,85.6,100.0,64.7,62.7,95,84.5,92.6,73.3,91.3,96.3,90.9,77.7,90.5,59.3,59.3,79.17142857142856,1
1,5,1,5,1,1,1,1,77.5,62.5,80.0,80.2,73.8,69.8,88.3,100.0,61.0,64.0,96,85.6,92.6,90.5,87.6,100.0,91.3,82.7,88.4,85.6,85.6,82.99999999999999,0
0,4,1,5,1,1,1,1,90.0,70.0,75.0,63.0,81.4,85.0,79.2,33.3,74.2,56.3,80,88.3,68.8,88.4,73.3,100.0,83.3,79.2,69.8,76.8,76.8,75.8142857142857,1
1,5,1,5,1,1,1,1,85.0,80.0,95.0,65.7,80.0,77.7,93.1,66.7,70.6,71.0,77,79.2,80.7,69.8,90.5,100.0,95.0,74.7,85.0,75.2,75.2,80.33809523809525,0
0,5,1,5,1,1,1,1,85.0,75.0,60.0,64.0,83.2,82.7,89.9,52.4,63.4,64.7,78,93.1,75.6,85.0,88.4,98.6,92.3,77.5,77.7,78.6,78.6,78.27142857142856,1
1,5,1,5,1,1,1,1,75.0,95.0,70.0,64.0,84.5,88.2,61.7,100.0,78.0,61.0,88,89.9,68.7,77.7,69.8,85.0,33.3,92.2,82.7,77.6,77.6,77.13809523809523,1
0,5,1,5,1,1,1,1,87.5,60.0,72.5,62.3,85.6,87.5,91.3,100.0,70.7,74.2,87,61.7,82.7,77.6,77.6,89.1,95.2,89.5,79.2,69.6,69.6,79.54285714285713,1
0,6,1,5,1,1,1,1,80.0,70.0,82.5,72.9,78.0,73.8,87.6,100.0,69.5,70.6,93,91.3,79.2,69.6,69.6,87.3,87.5,83.3,74.7,80.5,80.5,80.06666666666665,0
1,5,1,5,1,1,1,1,82.5,72.5,95.0,67.3,90.8,81.4,73.3,100.0,61.7,63.4,92,87.6,74.7,80.5,80.5,93.4,85.7,100.0,77.5,78.5,78.5,81.75238095238096,0
0,5,1,5,1,1,1,1,55.0,62.5,72.5,63.0,90.3,80.0,90.5,100.0,91.3,78.0,76,73.3,77.5,78.5,78.5,88.8,70.6,100.0,92.2,77.8,77.8,79.7190476190476,1
0,4,1,5,1,1,1,1,72.5,70.0,65.0,0.0,79.2,83.2,88.4,100.0,87.6,70.7,83,90.5,92.2,77.8,77.8,89.7,75.0,100.0,89.5,65.4,65.4,77.2809523809524,1
0,5,1,5,1,1,1,1,65.0,70.0,75.0,63.0,93.1,84.5,69.8,88.4,88.3,69.5,80,88.4,89.5,65.4,65.4,94.8,86.6,100.0,83.3,68.4,68.4,78.8952380952381,1
1,4,1,5,1,1,1,1,67.5,72.5,77.5,65.7,89.9,85.6,85.0,71.0,84.5,61.7,90,69.8,83.3,68.4,68.4,92.4,100.0,95.5,100.0,67.5,67.5,79.22380952380954,1
0,4,1,5,1,1,1,1,82.5,72.5,95.0,100.0,61.7,78.0,77.7,89.9,85.6,91.3,95,85.0,100.0,67.5,67.5,92.9,100.0,83.3,100.0,58.0,58.0,82.92380952380952,0
1,4,1,5,1,1,1,1,55.0,62.5,72.5,100.0,91.3,90.8,82.7,89.0,88.3,87.6,95,77.7,100.0,58.0,58.0,90.1,100.0,100.0,100.0,63.6,63.6,82.17619047619047,0
0,5,1,5,1,1,1,1,72.5,70.0,65.0,44.4,87.6,90.3,79.2,75.7,79.2,88.3,78,82.7,100.0,63.6,63.6,100.0,75.0,100.0,100.0,61.0,61.0,77.95714285714286,1
1,5,1,5,1,1,1,1,65.0,70.0,75.0,75.0,88.3,79.2,74.7,92.4,93.1,84.5,83,89.7,100.0,61.0,61.0,100.0,84.6,100.0,95.5,56.6,56.6,80.24761904761904,0
1,6,1,5,1,1,1,1,67.5,72.5,77.5,61.9,84.5,93.1,77.5,88.5,89.9,85.6,33,83.3,95.5,56.6,56.6,100.0,80.0,100.0,96.3,68.8,68.8,77.97142857142856,1
1,5,1,5,1,1,1,1,70.0,37.5,80.0,44.4,85.6,89.9,92.2,68.7,61.7,88.3,83,66.7,96.3,68.8,68.8,100.0,100.0,95.5,100.0,78.0,62.7,78.0047619047619,1
1,5,1,5,1,1,1,1,52.5,82.5,62.5,66.7,88.3,61.7,89.5,92.3,91.3,79.2,67,60.0,100.0,78.0,62.7,95.5,95.2,96.3,100.0,90.8,61.7,79.7,1
1,5,1,5,1,1,1,1,50.0,80.0,70.0,57.1,79.2,91.3,83.3,89.4,87.6,93.1,60,63.6,100.0,90.8,61.7,96.3,95.8,100.0,100.0,90.3,91.3,82.41904761904762,0
1,5,1,5,1,1,1,1,77.5,62.5,80.0,100.0,93.1,87.6,100.0,88.3,73.3,89.9,64,62.5,100.0,90.3,91.3,100.0,80.0,100.0,98.6,79.2,87.6,85.98571428571427,0
0,5,1,5,1,1,1,1,90.0,70.0,75.0,100.0,89.9,88.3,100.0,83.4,90.5,61.7,63,40.0,98.6,79.2,87.6,100.0,77.3,100.0,85.0,93.1,88.3,83.85238095238094,0
0,5,1,5,1,1,1,1,85.0,80.0,95.0,100.0,61.7,84.5,100.0,84.8,88.4,91.3,40,77.3,85.0,93.1,88.3,100.0,77.8,98.6,89.1,89.9,84.5,85.44285714285714,0
0,5,1,5,1,1,1,1,85.0,75.0,60.0,80.2,91.3,85.6,100.0,87.9,69.8,87.6,70,70.4,89.1,89.9,84.5,98.6,88.0,85.0,87.3,61.7,85.6,82.49999999999999,0
0,5,1,5,1,1,1,1,75.0,95.0,70.0,80.2,87.6,61.7,95.5,100.0,85.0,73.3,67,67.2,87.3,61.7,85.6,100.0,87.3,89.1,93.4,91.3,88.3,82.92857142857142,0
0,4,1,5,1,1,1,1,87.5,60.0,72.5,92.6,73.3,91.3,96.3,90.9,77.7,90.5,59,59.3,93.4,91.3,88.3,100.0,92.9,87.3,88.8,87.6,79.2,83.79523809523809,0
0,5,1,5,1,1,1,1,80.0,70.0,82.5,92.6,90.5,87.6,100.0,91.3,82.7,88.4,86,85.6,88.8,87.6,79.2,98.6,92.2,93.4,89.7,88.3,93.1,88.0047619047619,0
0,4,1,5,1,1,1,1,82.5,72.5,95.0,68.8,88.4,73.3,100.0,83.3,79.2,69.8,77,76.8,89.7,88.3,93.1,89.5,75.7,88.8,94.8,84.5,89.9,83.85238095238094,0
1,4,1,5,1,1,1,1,55.0,62.5,72.5,80.7,69.8,90.5,100.0,95.0,74.7,85.0,75,75.2,94.8,84.5,89.9,83.3,83.4,89.7,92.4,85.6,61.7,81.00952380952383,0
1,5,1,5,1,1,1,1,72.5,70.0,65.0,75.6,85.0,88.4,98.6,92.3,77.5,77.7,79,78.6,92.4,85.6,61.7,100.0,79.7,94.8,92.9,88.3,91.3,83.18571428571428,0
1,5,5,6,1,1,1,1,65.0,70.0,75.0,68.7,77.7,69.8,85.0,33.3,92.2,82.7,78,77.6,92.9,88.3,91.3,100.0,89.7,92.4,90.1,79.2,87.6,80.30952380952381,0
1,6,5,6,1,1,1,1,67.5,72.5,77.5,82.7,77.6,77.6,89.1,95.2,89.5,79.2,70,69.6,90.1,79.2,87.6,100.0,95.3,92.9,100.0,93.1,73.3,83.78571428571429,0
1,6,5,6,1,1,1,1,70.0,37.5,80.0,79.2,69.6,69.6,87.3,87.5,83.3,74.7,81,80.5,100.0,93.1,73.3,100.0,94.6,90.1,100.0,89.9,90.5,82.46190476190475,0
1,6,5,6,1,1,1,1,52.5,82.5,62.5,74.7,80.5,80.5,93.4,85.7,100.0,77.5,79,78.5,100.0,89.9,90.5,95.5,73.8,100.0,100.0,61.7,88.4,83.19523809523811,0
1,6,5,6,1,1,1,1,50.0,80.0,70.0,77.5,78.5,78.5,88.8,70.6,100.0,92.2,78,77.8,100.0,61.7,88.4,96.3,83.0,100.0,100.0,91.3,69.8,82.4952380952381,0
1,6,5,6,1,1,1,1,77.5,62.5,80.0,92.2,77.8,77.8,89.7,75.0,100.0,89.5,65,65.4,100.0,91.3,69.8,100.0,81.3,100.0,95.5,87.6,85.0,83.94761904761904,0
0,6,5,6,1,1,1,1,90.0,70.0,75.0,89.5,65.4,65.4,94.8,86.6,100.0,83.3,68,68.4,95.5,87.6,85.0,100.0,86.7,100.0,96.3,73.3,77.7,83.73809523809523,0
0,6,5,6,1,1,1,1,85.0,80.0,95.0,83.3,68.4,68.4,92.4,100.0,95.5,100.0,68,67.5,96.3,73.3,77.7,100.0,93.3,95.5,100.0,90.5,82.7,86.32380952380952,0
0,6,5,6,1,1,1,1,85.0,75.0,60.0,100.0,67.5,67.5,92.9,100.0,83.3,100.0,58,58.0,100.0,90.5,82.7,98.6,93.3,96.3,100.0,88.4,88.2,85.0095238095238,0
1,5,5,6,1,1,1,1,75.0,95.0,70.0,100.0,58.0,58.0,90.1,100.0,100.0,100.0,64,63.6,100.0,88.4,88.2,79.2,68.8,100.0,100.0,69.8,87.5,83.60000000000001,0
1,6,5,6,1,1,1,1,87.5,60.0,72.5,100.0,63.6,63.6,100.0,75.0,100.0,100.0,61,61.0,100.0,69.8,87.5,74.7,83.7,100.0,98.6,85.0,73.8,81.77619047619048,0
1,6,5,6,1,1,1,1,80.0,70.0,82.5,100.0,61.0,61.0,100.0,84.6,100.0,95.5,57,56.6,98.6,85.0,73.8,77.5,77.3,100.0,100.0,77.7,81.4,81.88095238095238,0
1,6,5,6,1,1,1,1,82.5,72.5,95.0,95.5,56.6,56.6,100.0,80.0,100.0,96.3,69,68.8,100.0,77.7,81.4,92.2,88.1,98.6,100.0,82.7,80.0,84.45238095238095,0
1,6,5,6,1,1,1,1,55.0,62.5,72.5,96.3,68.8,68.8,100.0,100.0,95.5,100.0,78,62.7,100.0,82.7,80.0,89.5,89.7,100.0,98.6,88.2,83.2,84.3809523809524,0
0,6,5,6,1,1,1,1,72.5,70.0,65.0,100.0,78.0,62.7,95.5,95.2,96.3,100.0,91,61.7,98.6,88.2,83.2,83.3,89.0,100.0,89.5,87.5,84.5,85.31904761904762,0
0,5,5,6,1,1,1,1,65.0,70.0,75.0,100.0,90.8,61.7,96.3,95.8,100.0,100.0,90,91.3,89.5,87.5,84.5,100.0,92.0,98.6,83.3,73.8,85.6,87.17619047619046,0
0,6,5,6,1,1,1,1,67.5,72.5,77.5,100.0,90.3,91.3,100.0,80.0,100.0,98.6,79,87.6,83.3,73.8,85.6,100.0,92.0,89.5,100.0,81.4,78.0,87.04285714285713,0
1,6,5,6,1,1,1,1,70.0,37.5,80.0,98.6,79.2,87.6,100.0,77.3,100.0,85.0,93,88.3,100.0,81.4,78.0,100.0,92.0,83.3,100.0,80.0,90.8,85.80952380952381,0
